trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
100,False,"{'a': 0.01, 'e': 0.5403023058681398}",25,0,-25.489710237265463,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
101,False,"{'a': 0.01, 'e': 0.5318607213743555}",30,13,-39.87441770334164,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.5233659512516495}",25,5,1.7253442943130008,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
103,False,"{'a': 0.01, 'e': 0.5148188449699553}",25,8,-8.553603461067105,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.5062202572327784}",20,3,4.04916588793964,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.01, 'e': 0.49757104789172696}",25,0,-61.44149081325151,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
106,False,"{'a': 0.01, 'e': 0.4888720818605275}",20,3,-45.324922955028185,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 1}",1
107,False,"{'a': 0.01, 'e': 0.4801242290285341}",20,10,14.692406357548167,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.47132836417373997}",30,5,-118.08893072453009,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",1
109,False,"{'a': 0.01, 'e': 0.4624853668753008}",25,6,3.0745951760084442,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.4535961214255773}",20,0,2.155714120723089,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
111,False,"{'a': 0.01, 'e': 0.4446615167417068}",20,9,16.094609111685664,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.4356824462767121}",20,0,-63.446930507537765,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
113,False,"{'a': 0.01, 'e': 0.42665980793015723}",30,11,-145.11134605308888,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 4}",1
114,False,"{'a': 0.01, 'e': 0.41759450395835795}",30,0,-97.82735389637126,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
115,False,"{'a': 0.01, 'e': 0.40848744088415717}",30,6,-27.489811569637475,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
116,False,"{'a': 0.01, 'e': 0.3993395294062732}",20,2,-18.042366625527745,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.3901516843082303}",20,12,6.442259021100673,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.01, 'e': 0.38092482436688185}",20,7,-13.38884677440932,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.371659872260533}",20,13,-1.2785478878446281,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.01, 'e': 0.3623577544766736}",30,0,-43.584947784079546,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
121,False,"{'a': 0.01, 'e': 0.3530194012193304}",25,5,21.427401700369828,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.34364574631604705}",20,3,0.06286993104690897,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.3342377271245026}",20,8,11.172423617660257,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.32479628443877623}",20,6,15.410886401241832,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.3153223623952687}",35,22,19.069176354747896,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.30581690837828934}",30,11,-25.977068516379447,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
127,False,"{'a': 0.01, 'e': 0.29628087292531874}",25,8,3.2727451060748387,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.2867152096319555}",20,3,22.61264708775266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.2771208750565576}",20,11,14.387050622654597,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.26749882862458735}",20,12,7.109152962782308,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.25785003253266964}",25,13,-30.416766798426,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
132,False,"{'a': 0.01, 'e': 0.2481754516523729}",35,16,-2.211111536140177,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.23847605343372313}",20,7,17.160716318896743,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.22875280780845939}",20,13,0.9600871731001082,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2190066870930415}",30,10,18.978494130076804,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.20923866589141926}",25,4,-10.813113791349194,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.19944972099757285}",25,9,-36.2048780015322,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
138,False,"{'a': 0.01, 'e': 0.18964083129783424}",35,16,-24.018895821712448,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
139,False,"{'a': 0.01, 'e': 0.17981297767299936}",25,13,12.832181548163728,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.16996714290024081}",25,14,21.39532660775076,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.16010431155483126}",35,12,29.57095521653377,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.15022546991168584}",20,8,9.489741632542987,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.14033160584673673}",25,11,21.378035582120035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.13042370873814554}",25,0,35.45495768659092,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
145,False,"{'a': 0.01, 'e': 0.12050276936736662}",25,8,-12.346028768199256,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
146,False,"{'a': 0.01, 'e': 0.11056977982006959}",30,14,16.599935409089692,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.10062573338693173}",25,7,19.711986589247218,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.09067162446430968}",25,7,29.706957625565305,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.08070844845480063}",20,13,10.537192065806877,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.0707372016677029}",20,11,17.566964040496586,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.0607588812193859}",20,0,19.997748919217585,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
152,False,"{'a': 0.01, 'e': 0.05077448493357918}",20,13,14.276638422837763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.040785011241591035}",25,8,28.695761142949237,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.03079145908246612}",30,8,36.51725733554222,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.020794827803092428}",20,8,19.600948975426952,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.010796117058267392}",20,10,20.789834805983254,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.0007963267107332633}",20,11,14.429454458804631,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,18,16.448134506623887,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",30,21,18.930082882334162,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,14,21.538114434044942,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,7,21.452387637389048,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,11,16.97594122491108,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,14,9.922269210029876,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,14,28.376931673324044,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,18,9.057172943533853,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,12,30.52098231077516,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,12,22.31543313340952,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,2,28.869580679693918,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
